StudyNo.,SRA,Study,Species,Amplicon,Layout,Approximated Avg Spot Length,Region,Country,Substrate,SAMN,Latitude,Longitude,Packaging,Raw/RTE/Environment,Time,Lactate Dose,PAA,Study Code,Storage Days,Storage Temperature,Season
LN11,SRR8207271,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438361,23.08 N,113.14 E,.,Raw,,,,PVL9-3,9,4,
LN11,SRR8207272,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438360,23.08 N,113.14 E,.,Raw,,,,PVL9-2,9,4,
LN11,SRR8207273,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438290,23.08 N,113.14 E,.,Raw,,,,PWH3-1,3,4,
LN11,SRR8207274,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438291,23.08 N,113.14 E,.,Raw,,,,PWH3-2,3,4,
LN11,SRR8207275,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438284,23.08 N,113.14 E,.,Raw,,,,PAN9-1,9,4,
LN11,SRR8207276,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438285,23.08 N,113.14 E,.,Raw,,,,PAN9-2,9,4,
LN11,SRR8207277,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438282,23.08 N,113.14 E,.,Raw,,,,PAN7-2,7,4,
LN11,SRR8207278,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438283,23.08 N,113.14 E,.,Raw,,,,PAN7-3,7,4,
LN11,SRR8207279,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438288,23.08 N,113.14 E,.,Raw,,,,PWH1-2,1,4,
LN11,SRR8207280,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438289,23.08 N,113.14 E,.,Raw,,,,PWH1-3,1,4,
LN11,SRR8207281,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438286,23.08 N,113.14 E,.,Raw,,,,PAN9-3,9,4,
LN11,SRR8207282,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438287,23.08 N,113.14 E,.,Raw,,,,PWH1-1,1,4,
LN11,SRR8207283,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438341,23.08 N,113.14 E,.,Raw,,,,PWT7-1,7,4,
LN11,SRR8207284,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438340,23.08 N,113.14 E,.,Raw,,,,PWT5-3,5,4,
LN11,SRR8207285,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438339,23.08 N,113.14 E,.,Raw,,,,PWT5-2,5,4,
LN11,SRR8207286,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438338,23.08 N,113.14 E,.,Raw,,,,PWT5-1,5,4,
LN11,SRR8207287,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438337,23.08 N,113.14 E,.,Raw,,,,PWT3-3,3,4,
LN11,SRR8207288,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438336,23.08 N,113.14 E,.,Raw,,,,PWT3-2,3,4,
LN11,SRR8207289,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438335,23.08 N,113.14 E,.,Raw,,,,PWT3-1,3,4,
LN11,SRR8207290,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438334,23.08 N,113.14 E,.,Raw,,,,PWT1-3,1,4,
LN11,SRR8207291,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438333,23.08 N,113.14 E,.,Raw,,,,PWT1-2,1,4,
LN11,SRR8207292,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438332,23.08 N,113.14 E,.,Raw,,,,PWT1-1,1,4,
LN11,SRR8207293,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438350,23.08 N,113.14 E,.,Raw,,,,PVL3-1,3,4,
LN11,SRR8207294,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438351,23.08 N,113.14 E,.,Raw,,,,PVL3-2,3,4,
LN11,SRR8207295,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438342,23.08 N,113.14 E,.,Raw,,,,PWT7-2,7,4,
LN11,SRR8207296,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438343,23.08 N,113.14 E,.,Raw,,,,PWT7-3,7,4,
LN11,SRR8207297,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438344,23.08 N,113.14 E,.,Raw,,,,PWT9-1,9,4,
LN11,SRR8207298,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438345,23.08 N,113.14 E,.,Raw,,,,PWT9-2,9,4,
LN11,SRR8207299,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438346,23.08 N,113.14 E,.,Raw,,,,PWT9-3,9,4,
LN11,SRR8207300,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438347,23.08 N,113.14 E,.,Raw,,,,PVL1-1,1,4,
LN11,SRR8207301,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438348,23.08 N,113.14 E,.,Raw,,,,PVL1-2,1,4,
LN11,SRR8207302,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438349,23.08 N,113.14 E,.,Raw,,,,PVL1-3,1,4,
LN11,SRR8207303,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438317,23.08 N,113.14 E,.,Raw,,,,PVS1-1,1,4,
LN11,SRR8207304,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438316,23.08 N,113.14 E,.,Raw,,,,PTT9-3,9,4,
LN11,SRR8207305,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438319,23.08 N,113.14 E,.,Raw,,,,PVS1-3,1,4,
LN11,SRR8207306,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438318,23.08 N,113.14 E,.,Raw,,,,PVS1-2,1,4,
LN11,SRR8207307,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438313,23.08 N,113.14 E,.,Raw,,,,PTT7-3,7,4,
LN11,SRR8207308,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438312,23.08 N,113.14 E,.,Raw,,,,PTT7-2,7,4,
LN11,SRR8207309,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438315,23.08 N,113.14 E,.,Raw,,,,PTT9-2,9,4,
LN11,SRR8207310,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438314,23.08 N,113.14 E,.,Raw,,,,PTT9-1,9,4,
LN11,SRR8207311,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438321,23.08 N,113.14 E,.,Raw,,,,PVS3-2,3,4,
LN11,SRR8207312,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438320,23.08 N,113.14 E,.,Raw,,,,PVS3-1,3,4,
LN11,SRR8207313,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438280,23.08 N,113.14 E,.,Raw,,,,PAN5-3,5,4,
LN11,SRR8207314,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438281,23.08 N,113.14 E,.,Raw,,,,PAN7-1,7,4,
LN11,SRR8207315,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438274,23.08 N,113.14 E,.,Raw,,,,PAN1-3,1,4,
LN11,SRR8207316,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438275,23.08 N,113.14 E,.,Raw,,,,PAN3-1,3,4,
LN11,SRR8207317,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438272,23.08 N,113.14 E,.,Raw,,,,PAN1-1,1,4,
LN11,SRR8207318,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438273,23.08 N,113.14 E,.,Raw,,,,PAN1-2,1,4,
LN11,SRR8207319,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438278,23.08 N,113.14 E,.,Raw,,,,PAN5-1,5,4,
LN11,SRR8207320,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438279,23.08 N,113.14 E,.,Raw,,,,PAN5-2,5,4,
LN11,SRR8207321,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438276,23.08 N,113.14 E,.,Raw,,,,PAN3-2,3,4,
LN11,SRR8207322,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438277,23.08 N,113.14 E,.,Raw,,,,PAN3-3,3,4,
LN11,SRR8207323,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438328,23.08 N,113.14 E,.,Raw,,,,PVS7-3,7,4,
LN11,SRR8207324,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438329,23.08 N,113.14 E,.,Raw,,,,PVS9-1,9,4,
LN11,SRR8207325,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438326,23.08 N,113.14 E,.,Raw,,,,PVS7-1,7,4,
LN11,SRR8207326,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438327,23.08 N,113.14 E,.,Raw,,,,PVS7-2,7,4,
LN11,SRR8207327,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438324,23.08 N,113.14 E,.,Raw,,,,PVS5-2,5,4,
LN11,SRR8207328,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438325,23.08 N,113.14 E,.,Raw,,,,PVS5-3,5,4,
LN11,SRR8207329,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438322,23.08 N,113.14 E,.,Raw,,,,PVS3-3,3,4,
LN11,SRR8207330,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438323,23.08 N,113.14 E,.,Raw,,,,PVS5-1,5,4,
LN11,SRR8207331,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438330,23.08 N,113.14 E,.,Raw,,,,PVS9-2,9,4,
LN11,SRR8207332,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438331,23.08 N,113.14 E,.,Raw,,,,PVS9-3,9,4,
LN11,SRR8207333,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438295,23.08 N,113.14 E,.,Raw,,,,PWH5-3,5,4,
LN11,SRR8207334,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438294,23.08 N,113.14 E,.,Raw,,,,PWH5-2,5,4,
LN11,SRR8207335,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438293,23.08 N,113.14 E,.,Raw,,,,PWH5-1,5,4,
LN11,SRR8207336,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438292,23.08 N,113.14 E,.,Raw,,,,PWH3-3,3,4,
LN11,SRR8207337,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438299,23.08 N,113.14 E,.,Raw,,,,PWH9-1,9,4,
LN11,SRR8207338,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438298,23.08 N,113.14 E,.,Raw,,,,PWH7-3,7,4,
LN11,SRR8207339,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438297,23.08 N,113.14 E,.,Raw,,,,PWH7-2,7,4,
LN11,SRR8207340,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438296,23.08 N,113.14 E,.,Raw,,,,PWH7-1,7,4,
LN11,SRR8207341,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438301,23.08 N,113.14 E,.,Raw,,,,PWH9-3,9,4,
LN11,SRR8207342,11,Pork,V3-V4,Paired,488,East Asia,China,Raw Pork,SAMN10438300,23.08 N,113.14 E,.,Raw,,,,PWH9-2,9,4,
SK13,ERR3792283,13,Beef,V4,Paired,500,Oceania,Australia,Processing line,SAMEA6245855,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792284,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245856,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792285,13,Beef,V4,Paired,500,Oceania,Australia,Processing line,SAMEA6245857,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792286,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245858,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792287,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245859,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792288,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245860,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792289,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245861,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792290,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245862,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792292,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245864,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792295,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245867,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792296,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245868,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792298,13,Beef,V4,Paired,500,Oceania,Australia,Chiller,SAMEA6245870,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792299,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245871,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792301,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245873,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792302,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245874,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792303,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245875,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792304,13,Beef,V4,Paired,500,Oceania,Australia,Chiller,SAMEA6245876,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792306,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245878,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792307,13,Beef,V4,Paired,500,Oceania,Australia,Chiller,SAMEA6245879,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792308,13,Beef,V4,Paired,500,Oceania,Australia,Chiller,SAMEA6245880,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792309,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245881,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792310,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245882,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792311,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245883,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792313,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245885,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792314,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245886,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792315,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245887,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792316,13,Beef,V4,Paired,500,Oceania,Australia,Processing line,SAMEA6245888,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792317,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245889,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792318,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245890,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792319,13,Beef,V4,Paired,500,Oceania,Australia,Processing line,SAMEA6245891,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792320,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245892,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792321,13,Beef,V4,Paired,500,Oceania,Australia,Processing line,SAMEA6245893,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792322,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245894,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792324,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245896,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792325,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245897,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792326,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245898,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792327,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245899,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792328,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245900,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792329,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245901,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792330,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245902,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792331,13,Beef,V4,Paired,500,Oceania,Australia,Boning stations,SAMEA6245903,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792332,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245904,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792334,13,Beef,V4,Paired,500,Oceania,Australia,Boning stations,SAMEA6245906,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792336,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245908,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792337,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245909,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792338,13,Beef,V4,Paired,500,Oceania,Australia,Boning stations,SAMEA6245910,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792340,13,Beef,V4,Paired,500,Oceania,Australia,Boning stations,SAMEA6245912,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792341,13,Beef,V4,Paired,500,Oceania,Australia,Boning stations,SAMEA6245913,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792342,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245914,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792343,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245915,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792344,13,Beef,V4,Paired,500,Oceania,Australia,Boning table,SAMEA6245916,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792345,13,Beef,V4,Paired,500,Oceania,Australia,Boning table,SAMEA6245917,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792346,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245918,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792347,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245919,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792348,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245920,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792350,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245922,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792351,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245923,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792353,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245925,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792356,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245928,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792357,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245929,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792358,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245930,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792359,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245931,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792361,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245933,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792362,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245934,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792363,13,Beef,V4,Paired,500,Oceania,Australia,Boning table,SAMEA6245935,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792364,13,Beef,V4,Paired,500,Oceania,Australia,Boning table,SAMEA6245936,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792365,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245937,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792367,13,Beef,V4,Paired,500,Oceania,Australia,Boning table,SAMEA6245939,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792368,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245940,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792369,13,Beef,V4,Paired,500,Oceania,Australia,Boning table,SAMEA6245941,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792371,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245943,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792372,13,Beef,V4,Paired,501,Oceania,Australia,Boning table,SAMEA6245944,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792375,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245947,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792376,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245948,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792379,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245951,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792380,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245952,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792381,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245953,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792382,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245954,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792383,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245955,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792384,13,Beef,V4,Paired,500,Oceania,Australia,Processing line,SAMEA6245956,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792385,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245957,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792388,13,Beef,V4,Paired,500,Oceania,Australia,Chiller,SAMEA6245960,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792389,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245961,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792390,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245962,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792391,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245963,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792392,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245964,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792393,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245965,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792395,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245967,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792397,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245969,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792398,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245970,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792399,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245971,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792400,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245972,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792402,13,Beef,V4,Paired,501,Oceania,Australia,Chiller,SAMEA6245974,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792403,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245975,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792405,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245977,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792406,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245978,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792408,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245980,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792409,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245981,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792410,13,Beef,V4,Paired,501,Oceania,Australia,Processing line,SAMEA6245982,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792413,13,Beef,V4,Paired,500,Oceania,Australia,Boning stations,SAMEA6245985,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792414,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245986,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792419,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245991,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792421,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245993,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792422,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245994,25.2744,133.7751,Facility,Environment,,,,,,,
SK13,ERR3792424,13,Beef,V4,Paired,501,Oceania,Australia,Boning stations,SAMEA6245996,25.2744,133.7751,Facility,Environment,,,,,,,
